typ_inond2;datentree;datsortie;id;scenario;emploi_max;hab_perm;est_ref;emploi_min;typ_inond;id_tri
;2019-04-18;;122-69085;01For;48;74;f;40;01;FRD_TRI_LYON
;2019-04-18;;321-69088;04Fai;527;1310;f;416;01;FRD_TRI_LYON
;2019-04-18;;16-69044;01For;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;234-69212;04Fai;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;143-69283;02Moy;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;172-69043;02Moy;21;0;f;12;01;FRD_TRI_LYON
;2019-04-18;;43-69283;01For;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;244-69284;04Fai;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;53-69055;01For;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;303-69059;04Fai;6;71;f;6;01;FRD_TRI_LYON
;2019-04-18;;205-69202;02Moy;476;330;f;338;01;FRD_TRI_LYON
;2019-04-18;;273-69083;04Fai;55;10;f;24;01;FRD_TRI_LYON
;2019-04-18;;65-69260;01For;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;112-69278;01For;1;1;f;1;01;FRD_TRI_LYON
;2019-04-18;;145-69286;02Moy;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;159-69123;02Moy;6267;2049;f;4338;01;FRD_TRI_LYON
;2019-04-18;;220-69029;04Fai;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;201-01423;04Fai;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;235-69191;04Fai;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;322-69085;04Fai;225;290;f;163;01;FRD_TRI_LYON
;2019-04-18;;72-69043;01For;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;279-69279;04Fai;1;3;f;1;01;FRD_TRI_LYON
;2019-04-18;;97-69063;01For;91;38;f;51;01;FRD_TRI_LYON
;2019-04-18;;162-69276;02Moy;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;334-69159;04Fai;329;604;f;241;01;FRD_TRI_LYON
;2019-04-18;;207-01250;04Fai;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;274-69140;04Fai;52;4;f;22;01;FRD_TRI_LYON
;2019-04-18;;160-69233;02Moy;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;222-69085;02Moy;214;210;f;152;01;FRD_TRI_LYON
;2019-04-18;;228-69100;02Moy;13;14;f;9;01;FRD_TRI_LYON
;2019-04-18;;47-69292;01For;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;292-69003;04Fai;1429;1060;f;1189;01;FRD_TRI_LYON
;2019-04-18;;123-69027;01For;1093;1013;f;682;01;FRD_TRI_LYON
;2019-04-18;;208-69259;04Fai;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;332-69149;04Fai;6225;5728;f;3857;01;FRD_TRI_LYON
;2019-04-18;;165-69260;02Moy;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;91-69071;01For;2;9;f;2;01;FRD_TRI_LYON
;2019-04-18;;166-01376;02Moy;;3;f;0;01;FRD_TRI_LYON
;2019-04-18;;285-69136;04Fai;121;162;f;88;01;FRD_TRI_LYON
;2019-04-18;;120-69009;01For;39;91;f;33;01;FRD_TRI_LYON
;2019-04-18;;111-69295;02Moy;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;167-69052;02Moy;;15;f;0;01;FRD_TRI_LYON
;2019-04-18;;222-69040;04Fai;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;226-69092;02Moy;276;513;f;204;01;FRD_TRI_LYON
;2019-04-18;;301-01030;04Fai;111;396;f;93;01;FRD_TRI_LYON
;2019-04-18;;225-69106;04Fai;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;115-69013;01For;6;11;f;4;01;FRD_TRI_LYON
;2019-04-18;;267-69052;04Fai;13;18;f;10;01;FRD_TRI_LYON
;2019-04-18;;49-69293;01For;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;94-69296;01For;35;0;f;22;01;FRD_TRI_LYON
;2019-04-18;;130-69112;02Moy;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;208-01418;02Moy;335;222;f;191;01;FRD_TRI_LYON
;2019-04-18;;325-69050;04Fai;464;548;f;328;01;FRD_TRI_LYON
;2019-04-18;;19-69241;01For;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;124-69049;02Moy;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;55-69094;01For;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;60-69233;01For;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;260-69233;04Fai;34;33;f;28;01;FRD_TRI_LYON
;2019-04-18;;117-69034;01For;359;760;f;247;01;FRD_TRI_LYON
;2019-04-18;;211-69295;04Fai;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;141-69056;02Moy;179;239;f;103;01;FRD_TRI_LYON
;2019-04-18;;24-69049;01For;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;23-69047;01For;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;242-69270;04Fai;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;300-01157;04Fai;24;95;f;22;01;FRD_TRI_LYON
;2019-04-18;;133-69236;01For;7;39;f;7;01;FRD_TRI_LYON
;2019-04-18;;212-69153;04Fai;;0;f;0;01;FRD_TRI_LYON
;2019-04-18;;324-69142;04Fai;1482;463;f;1207;01;FRD_TRI_LYON
;2019-04-18;;329-69105;04Fai;40;85;f;39;01;FRD_TRI_LYON
;2019-04-18;;224-69142;02Moy;1327;194;f;1095;01;FRD_TRI_LYON
;2019-04-18;;119-69096;01For;104;4;f;45;01;FRD_TRI_LYON
;2019-04-18;;262-69276;04Fai;102;16;f;53;01;FRD_TRI_LYON
;2019-04-18;;298-01194;04Fai;934;1608;f;613;01;FRD_TRI_LYON
;2019-04-18;;41-69056;01For;171;184;f;95;01;FRD_TRI_LYON
